DATE,CATEGORY,LAT,LON
2006.05,"diagnosis,investigative techniques,musculoskeletal system,genetic phenomena,metabolism,chemical phenomena",34.1880167,135.1816218
2006.05,"diagnosis,investigative techniques,digestive system,metabolism",34.1880167,135.1816218
2006.12,"diagnosis,cardiovascular system,cells,musculoskeletal system,biological factors,inorganic chemicals,genetic phenomena,metabolism,physiological phenomena",36.399763,139.860547
2006.12,"diagnosis,carbohydrates,inorganic chemicals,metabolism,physiological phenomena,chemical phenomena",41.6166905,-83.6158441
2007.03,"diagnosis,investigative techniques,therapeutics,surgical procedures,cells,digestive system,biological factors,metabolism",29.535509,106.448107
2007.03,"diagnosis,investigative techniques,cells,biological factors,metabolism",30.599041,114.301165
2007.03,"diagnosis,investigative techniques,therapeutics,surgical procedures,digestive system",30.599041,114.301165
2007.03,"diagnosis,therapeutics,surgical procedures,cardiovascular system,cells",32.043846,118.774763
2007.03,"diagnosis,investigative techniques,therapeutics,surgical procedures,digestive system",31.21234,121.470674
2007.03,"diagnosis,investigative techniques,therapeutics,surgical procedures,digestive system,neoplasms",23.125445,113.289925
2007.03,"diagnosis,investigative techniques,therapeutics,surgical procedures",23.125445,113.289925
2007.03,"diagnosis,investigative techniques,digestive system,biological factors,neoplasms,genetic phenomena,metabolism",31.30561,121.545736
2007.03,"diagnosis,investigative techniques,surgical procedures,cells,biological factors,neoplasms,metabolism",32.060255,118.796877
2007.03,"diagnosis,biological factors,neoplasms,metabolism",31.2974197,121.5036178
2007.06,"diagnosis,investigative techniques,cells,biological factors,carbohydrates",29.535509,106.448107
2007.06,"diagnosis,investigative techniques,digestive system",21.199267,110.404787
2007.06,"diagnosis,cardiovascular system",31.7800759,119.9613158
2007.05,"diagnosis,investigative techniques,surgical procedures",53.8070033,-1.5225677
2007.05,"diagnosis,investigative techniques,surgical procedures,immune system diseases",36.0080497,-78.9372554
2007.05,"diagnosis,neoplasms",41.6627694,-91.5510462
2007.06,"diagnosis,investigative techniques",53.8066815,-1.5550328
2007.06,"diagnosis,investigative techniques",51.5408116,9.9374005
2007.07,"diagnosis,investigative techniques,biological factors,carbohydrates,heterocyclic compounds,physiological phenomena",40.7420088,-73.9742282
2007.09,"diagnosis,investigative techniques",36.2500574,137.9789403
2007.09,"diagnosis,investigative techniques,therapeutics,surgical procedures",39.8876842,32.6543665
2007.09,"diagnosis,cardiovascular system",51.9611786,7.6004875
2007.09,"diagnosis,investigative techniques,therapeutics,surgical procedures,neoplasms",32.7899371,-96.7800535
2007.09,"diagnosis,investigative techniques,surgical procedures",34.504104,135.793206
2007.07,"diagnosis,investigative techniques,cells,biological factors,metabolism",50.2509594,19.0103174
2007.09,"diagnosis,investigative techniques,therapeutics,cardiovascular system,metabolism",31.273419,121.387232
2007.07,"diagnosis,investigative techniques,therapeutics,physiological phenomena",25.123002,121.513702
2007.07,"diagnosis,investigative techniques,cells,genetic phenomena,metabolism",45.4231064,-75.6831329
2007.07,"diagnosis,investigative techniques,neoplasms,respiratory tract diseases,genetic phenomena,metabolism",54.3295878,10.1406851
2007.12,"diagnosis,therapeutics",60.3878586,5.3217549
2007.09,"diagnosis,therapeutics,occupational diseases",52.6211393,-1.1246325
2007.11,"diagnosis,investigative techniques",52.0901527,5.1226018
2007.11,"diagnosis,investigative techniques",55.0062362,-7.3236107
2007.11,"diagnosis,investigative techniques",-34.920603,138.6062277
2008.09,"diagnosis,investigative techniques",33.5021227,-86.8064447
2008.09,"diagnosis,investigative techniques,respiratory tract diseases",53.4668498,-2.2338837
2008.05,"diagnosis,investigative techniques",52.3345709,4.8598158
2008.05,"diagnosis,investigative techniques",51.425673,-0.5630625
2008.05,"diagnosis,investigative techniques,therapeutics,carbohydrates,metabolism",47.6553351,-122.3035199
2008.05,"diagnosis,investigative techniques",29.6436325,-82.3549302
2008.02,"diagnosis,investigative techniques,immune system diseases",52.9384633,-1.4965209
2007.05,"diagnosis,investigative techniques,cells,neoplasms,metabolism,chemical phenomena",50.1270675,8.6677635
2007.05,"diagnosis,surgical procedures,metabolism",52.3558182,4.9557263
2007.05,"diagnosis,investigative techniques,immune system diseases,metabolism",49.7830083,9.9708462
2007.05,"diagnosis,investigative techniques,biological factors,neoplasms,respiratory tract diseases,metabolism",30.5360485,114.3643219
2007.06,"diagnosis,therapeutics,surgical procedures,musculoskeletal system",34.6862971,135.5196609
2007.06,"diagnosis,therapeutics,carbohydrates,heterocyclic compounds,immune system diseases,neoplasms,metabolism",33.6266584,130.4250445
2007.06,"diagnosis,biological factors,heterocyclic compounds,immune system diseases,physiological phenomena",34.8220139,135.5244676
2007.06,"diagnosis,therapeutics,neoplasms",35.6975862,139.7204096
2007.06,"diagnosis,cells,metabolism",36.7869306,34.5252872
2007.06,"diagnosis,cardiovascular system,respiratory tract diseases",51.0292734,13.7289964
2007.06,"diagnosis,biological factors",-27.4954306,153.0120301
2007.07,"diagnosis,therapeutics",35.1386424,-90.0203955
2007.07,"diagnosis,physiological phenomena",43.4722854,-80.5448576
2007.07,"diagnosis,biological factors,metabolism",-27.477357,153.028415
2007.07,"diagnosis,surgical procedures,physiological phenomena",-27.477357,153.028415
2007.06,"diagnosis,therapeutics",39.1984241,-96.5845308
2007.06,"diagnosis,digestive system",39.1984241,-96.5845308
2007.06,"diagnosis,cells,digestive system,metabolism",53.7601848,20.4608081
2007.06,"diagnosis,cells,neoplasms,physiological phenomena",43.0779575,141.340013
2007.06,"diagnosis,therapeutics,immune system diseases,respiratory tract diseases",41.5043413,-81.6083838
2007.06,"diagnosis,cells,musculoskeletal system,inorganic chemicals,physiological phenomena,chemical phenomena",33.544358,130.332332
2007.06,"diagnosis,surgical procedures,chemical phenomena",49.9929258,8.2591546
2007.06,"diagnosis,surgical procedures,inorganic chemicals,chemical phenomena",57.6981719,11.971878
2007.08,"diagnosis,therapeutics,surgical procedures",39.9254431,32.8318647
2007.09,"diagnosis,therapeutics,surgical procedures,cells,digestive system,biological factors,metabolism,physiological phenomena",31.2974197,121.5036178
2009.02,"diagnosis,surgical procedures,digestive system",38.6777569,39.2019556
2007.07,"diagnosis,biological factors,metabolism,physiological phenomena",52.3337568,4.8657199
2007.08,"diagnosis,therapeutics,surgical procedures",56.0485005,14.146265
2007.08,"diagnosis,therapeutics",50.7267715,7.0865227
2007.1,"diagnosis,therapeutics,surgical procedures,neoplasms",59.8509005,17.6300093
2007.1,"diagnosis,therapeutics,biological factors,neoplasms,metabolism,physiological phenomena",43.3191797,11.3329627
2007.1,"diagnosis,therapeutics,surgical procedures",37.0579138,-94.526849
2007.07,"diagnosis,immune system diseases,metabolism",45.3275748,8.4245634
2007.11,"diagnosis,cells,genetic phenomena,metabolism,chemical phenomena",43.7776426,11.259765
2007.06,"diagnosis,metabolism",29.7034179,-95.4030452
2007.06,"diagnosis,surgical procedures",-37.8221504,145.0389546
2007.05,"diagnosis,cells,heterocyclic compounds,genetic phenomena,metabolism",36.399763,139.860547
2007.05,"diagnosis,cells,metabolism,chemical phenomena",35.7126775,139.761989
2007.05,"diagnosis,cells,genetic phenomena,physiological phenomena",33.6266584,130.4250445
2007.05,"diagnosis,cells,genetic phenomena,metabolism,physiological phenomena,chemical phenomena",34.8220139,135.5244676
2007.06,"diagnosis,neoplasms,genetic phenomena",36.2500574,137.9789403
2007.06,"diagnosis,cells,biological factors,carbohydrates",55.8661538,-4.2508041
2007.06,"diagnosis,metabolism",35.543932,129.256337
2007.05,"diagnosis,neoplasms",40.7136672,31.5114821
2007.06,"diagnosis,surgical procedures,cells,digestive system,immune system diseases",39.8876842,32.6543665
2007.06,"diagnosis,therapeutics",40.8223347,29.9217153
2007.06,"diagnosis,physiological phenomena",46.7284066,-117.0071574
2007.06,"diagnosis,therapeutics,immune system diseases,respiratory tract diseases",-37.7963689,144.9611738
2007.06,"diagnosis,therapeutics,immune system diseases,respiratory tract diseases",-37.7963689,144.9611738
2007.04,"diagnosis,immune system diseases",44.4778528,-73.1964637
2007.05,"diagnosis,therapeutics",40.764333,-73.9542031
2007.05,"diagnosis,therapeutics,cells,genetic phenomena",21.0095445,105.8474582
2007.06,"diagnosis,carbohydrates,neoplasms",52.1402053,11.6441991
2007.06,"diagnosis,therapeutics,surgical procedures,musculoskeletal system,neoplasms",30.2849185,-97.7340567
2007.06,"diagnosis,therapeutics,surgical procedures,neoplasms",36.1352495,-80.2763425
2007.06,"diagnosis,therapeutics,surgical procedures,neoplasms",44.972274,-93.2328688
2007.06,"diagnosis,therapeutics,surgical procedures,heterocyclic compounds,neoplasms,metabolism",40.760765,-73.960226
2007.06,"diagnosis,therapeutics,surgical procedures,neoplasms",45.4989098,-122.6858606
2007.06,"diagnosis,therapeutics,surgical procedures,neoplasms",40.4443533,-79.960835
2007.07,"diagnosis,physiological phenomena",50.8785678,4.6741025
2007.09,"diagnosis,therapeutics,surgical procedures",22.4162632,114.2109318
2007.07,"diagnosis,immune system diseases,respiratory tract diseases",34.7490712,-92.3199126
2007.07,"diagnosis,biological factors,respiratory tract diseases,metabolism",32.8180358,-96.8458347
2007.08,"diagnosis,genetic phenomena",54.9791871,-1.6146608
2007.08,"diagnosis,heterocyclic compounds,inorganic chemicals,metabolism",54.9791871,-1.6146608
2007.12,"diagnosis,therapeutics,digestive system,inorganic chemicals",41.3163244,-72.9223431
2007.12,"diagnosis,investigative techniques,therapeutics,biological factors,immune system diseases,physiological phenomena",38.5529544,-121.4525385
2007.12,"diagnosis,investigative techniques,therapeutics,biological factors,immune system diseases,respiratory tract diseases,metabolism",25.0406784,121.518969
2008.02,"diagnosis,investigative techniques",42.0893553,-75.9697049
2008.08,"diagnosis,investigative techniques",38.9076089,-77.0722585
2008.08,"diagnosis,investigative techniques,cells,physiological phenomena",37.8022657,-122.2712357
2008.03,"diagnosis,investigative techniques",41.8693039,-87.6474502
2008.02,"diagnosis,therapeutics,surgical procedures",31.262218,34.801461
2008.05,"diagnosis,investigative techniques",50.8471373,5.6867065
2008.08,"diagnosis,investigative techniques,therapeutics,biological factors,inorganic chemicals,metabolism",40.4237054,-86.9211946
2008.03,"diagnosis,investigative techniques,therapeutics,neoplasms",49.9929258,8.2591546
2008.03,"diagnosis,investigative techniques,therapeutics,surgical procedures,neoplasms",64.1386067,-21.9282427
2008.08,"diagnosis,investigative techniques,surgical procedures,digestive system",47.8089112,13.0312702
2007.12,"diagnosis,investigative techniques",6.3903507,5.6118008
2007.12,"diagnosis,neoplasms",6.5243793,3.3792057
2007.12,"diagnosis,neoplasms",7.508529,4.5669561
2007.12,"diagnosis,investigative techniques,immune system diseases,metabolism",4.9017976,6.9204532
2007.12,"diagnosis,investigative techniques",51.5250834,-0.1363551
2007.12,"diagnosis,investigative techniques,physiological phenomena",37.3297118,-121.9359149
2007.12,"diagnosis,investigative techniques",35.4797914,-97.4976535
2007.12,"diagnosis,investigative techniques,surgical procedures",9.9065832,8.9547102
2007.12,"diagnosis,investigative techniques,cells",36.1442601,-95.9881643
2007.12,"diagnosis,investigative techniques,therapeutics,heterocyclic compounds,physiological phenomena",39.9522188,-75.1932137
2007.12,"diagnosis,heterocyclic compounds,inorganic chemicals",39.5441917,-119.816397
2007.12,"diagnosis,investigative techniques",51.9114917,4.4683675
2007.12,"diagnosis,cardiovascular system",41.0675837,14.3312805
2007.12,"diagnosis,investigative techniques,therapeutics,surgical procedures,cardiovascular system,respiratory tract diseases",29.6299262,52.5236912
2007.12,"diagnosis,investigative techniques,therapeutics,surgical procedures,biological factors,inorganic chemicals,metabolism",38.9368811,-76.998692
2007.12,"diagnosis,investigative techniques,surgical procedures",45.437398,11.003376
2007.12,"diagnosis,investigative techniques,cardiovascular system",43.7167235,10.3988593
2007.11,"diagnosis,surgical procedures,biological factors,immune system diseases",36.1466249,-95.9994533
2007.11,"diagnosis,surgical procedures,musculoskeletal system",36.0076761,-78.9393446
2007.11,"diagnosis,investigative techniques,therapeutics,surgical procedures,heterocyclic compounds,immune system diseases",-36.8523378,174.7691073
2008.01,"diagnosis,investigative techniques",41.6626963,-91.5548998
2008.01,"diagnosis,investigative techniques,therapeutics,cells,carbohydrates,heterocyclic compounds,immune system diseases,metabolism",44.4149029,8.926743
2007.12,"diagnosis,investigative techniques,therapeutics,surgical procedures",32.8190043,-96.8492564
2007.12,"diagnosis,investigative techniques",35.9049122,-79.0469134
2007.12,"diagnosis,investigative techniques,physiological phenomena",52.3345709,4.8598158
2007.12,"diagnosis,neoplasms",40.8521451,-73.8443938
2007.12,"diagnosis,investigative techniques,neoplasms,metabolism",37.8674779,138.9415106
2007.12,"diagnosis,investigative techniques,musculoskeletal system,neoplasms",30.2849185,-97.7340567
2007.12,"diagnosis,investigative techniques,surgical procedures",39.9522188,-75.1932137
2007.12,"diagnosis,investigative techniques",39.9498809,-75.1933479
2007.12,"diagnosis,investigative techniques,therapeutics",36.0014258,-78.9382286
2007.12,"diagnosis,surgical procedures,musculoskeletal system",44.97399,-93.2277285
2007.12,"diagnosis,neoplasms",43.0779575,141.340013
2007.12,"diagnosis,cells,biological factors,neoplasms,metabolism",39.8876842,32.6543665
2008.01,"diagnosis,investigative techniques,therapeutics,physiological phenomena",37.4274745,-122.169719
2008.01,"diagnosis,therapeutics,neoplasms",37.8022657,-122.2712357
2008.01,"diagnosis,surgical procedures,heterocyclic compounds",36.1002069,-80.2399434
2008.01,"diagnosis,investigative techniques,surgical procedures,digestive system",43.0435866,-88.0211208
2008.01,"diagnosis,investigative techniques,surgical procedures",53.5232189,-113.5263186
2008.01,"diagnosis,neoplasms",32.2318851,-110.9501094
2008.01,"diagnosis,investigative techniques,surgical procedures",40.7432716,-74.1921598
2008.01,"diagnosis,neoplasms",37.0376884,37.3123803
2008.01,"diagnosis,investigative techniques,surgical procedures,biological factors",39.3299013,-76.6205177
2008.01,"diagnosis,investigative techniques,therapeutics,surgical procedures,neoplasms",39.8102131,-89.6576482
2008.01,"diagnosis,investigative techniques,cells,neoplasms,metabolism",42.2847276,-83.7293187
2008.01,"diagnosis,investigative techniques,surgical procedures,cells",41.303229,-72.933826
2008.01,"diagnosis,neoplasms",39.2992161,-76.5933799
2008.01,"diagnosis,investigative techniques,biological factors,neoplasms,respiratory tract diseases,metabolism",38.031072,-78.4986662
2008.01,"diagnosis,investigative techniques,cells,biological factors,neoplasms,metabolism,physiological phenomena",37.459882,126.9519053
2008.01,"diagnosis,investigative techniques,biological factors,neoplasms,genetic phenomena,metabolism",38.0335529,-78.5079772
2008.01,"diagnosis,investigative techniques,surgical procedures,biological factors,neoplasms,metabolism",42.2780436,-83.7382241
2008.01,"diagnosis,investigative techniques,neoplasms",25.7904064,-80.2119928
2008.01,"diagnosis,investigative techniques,cells,biological factors,neoplasms,metabolism",52.1308965,-106.6409962
2008.01,"diagnosis,investigative techniques,cells,biological factors,immune system diseases,neoplasms,genetic phenomena,metabolism,physiological phenomena",29.706935,-95.396991
2008.01,"diagnosis,investigative techniques,cells,biological factors,neoplasms,metabolism",51.4987997,-0.1748772
2008.01,"diagnosis,investigative techniques",38.0335529,-78.5079772
2007.12,"diagnosis,investigative techniques,therapeutics,surgical procedures",44.4962318,11.354157
2007.12,"diagnosis,cells",35.8900521,128.6113282
2007.12,"diagnosis,neoplasms",35.0805082,129.0158529
2007.12,"diagnosis,investigative techniques,surgical procedures,respiratory tract diseases",37.5859218,127.0043275
2007.12,"diagnosis,surgical procedures",35.4797914,-97.4976535
2007.12,"diagnosis,investigative techniques,surgical procedures,digestive system,heterocyclic compounds,neoplasms",35.142465,126.923123
2007.12,"diagnosis,investigative techniques,carbohydrates,inorganic chemicals,metabolism",37.4933373,126.9246093
2007.12,"diagnosis,investigative techniques,immune system diseases,physiological phenomena",35.8550525,128.4871269
2007.12,"diagnosis,genetic phenomena,metabolism",37.459882,126.9519053
2007.12,"diagnosis,investigative techniques,surgical procedures",38.2951073,21.7954578
2007.12,"diagnosis,investigative techniques,therapeutics,surgical procedures,neoplasms",13.0798399,80.2723736
2007.12,"diagnosis,neoplasms",-27.4954306,153.0120301
2007.12,"diagnosis,investigative techniques,musculoskeletal system,immune system diseases,neoplasms",1.2937278,103.7831756
2007.12,"diagnosis,surgical procedures,musculoskeletal system",1.2966426,103.7763939
2007.12,"diagnosis,investigative techniques,surgical procedures,neoplasms",35.693451,139.712321
2007.12,"diagnosis,investigative techniques,surgical procedures",51.4584172,-2.6029792
2008.01,"diagnosis,therapeutics",40.7649368,-111.8421021
2008.01,"diagnosis,investigative techniques,therapeutics",41.3148754,-105.5665744
2008.02,"diagnosis,investigative techniques",51.4987997,-0.1748772
2008.02,"diagnosis,investigative techniques,cells",43.6628917,-79.3956564
2008.03,"diagnosis,investigative techniques,cells,inorganic chemicals,metabolism,physiological phenomena,chemical phenomena",33.978504,-80.96293
2008.03,"diagnosis,investigative techniques,cardiovascular system,cells,biological factors,carbohydrates,heterocyclic compounds,metabolism,chemical phenomena",37.539733,-77.428537
2008.03,"diagnosis,investigative techniques,therapeutics,physiological phenomena",38.6351441,-90.2629289
2008.02,"diagnosis,investigative techniques,therapeutics,inorganic chemicals,metabolism,physiological phenomena,chemical phenomena",41.663082,-91.5452745
2008.01,"diagnosis,investigative techniques,chemical phenomena",33.4020198,-111.9660154
2008.01,"diagnosis,investigative techniques,cells,inorganic chemicals,genetic phenomena,metabolism",41.896148,-87.6171094
2008.01,"diagnosis,investigative techniques,cells,neoplasms,genetic phenomena,metabolism,chemical phenomena",42.2780436,-83.7382241
2008.01,"diagnosis,investigative techniques,cells,genetic phenomena,metabolism,chemical phenomena",31.7945578,35.2414009
2008.01,"diagnosis,investigative techniques,cells,inorganic chemicals,metabolism,physiological phenomena",40.5008186,-74.4473991
2008.01,"diagnosis,investigative techniques,chemical phenomena",40.6684375,-105.039481
2008.01,"diagnosis,investigative techniques,cells,neoplasms,genetic phenomena,metabolism,physiological phenomena,chemical phenomena",39.2992161,-76.5933799
2008.04,"diagnosis,investigative techniques,cells,biological factors,genetic phenomena,metabolism",41.6633706,-91.5483465
2008.03,"diagnosis,cells,genetic phenomena,metabolism,physiological phenomena",34.672211,135.098672
2008.04,"diagnosis,investigative techniques,cells,digestive system,heterocyclic compounds,genetic phenomena,metabolism,physiological phenomena",45.069428,7.6889006
2008.05,"diagnosis,investigative techniques,cells,digestive system,carbohydrates,metabolism,physiological phenomena",43.7167235,10.3988593
2008.03,"diagnosis,investigative techniques,cells,genetic phenomena,metabolism,chemical phenomena",43.0435866,-88.0211208
2008.04,"diagnosis,investigative techniques,cardiovascular system,cells,carbohydrates,metabolism,physiological phenomena",45.406766,11.8774462
2008.03,"diagnosis,investigative techniques,digestive system,respiratory tract diseases,physiological phenomena",39.2967385,-76.5927362
2008.03,"diagnosis,cardiovascular system,musculoskeletal system,physiological phenomena",40.7982133,-77.8599084
2009.04,"diagnosis,investigative techniques,surgical procedures,neoplasms",48.915811,2.425341
2008.02,"diagnosis,investigative techniques,cells,neoplasms,genetic phenomena,metabolism,chemical phenomena",60.1726348,24.9510419
2009.01,"diagnosis,investigative techniques,metabolism",-19.3276927,146.7565073
